Gene.names	RBC	Plasma	Matrisome.1	Matrisome.2	Matrisome.3	Plasma.1	Subcellular.location..CC.
ATP9A	NA	NA	NA	NA	NA	NA	Early endosome membrane
MED15	NA	NA	NA	NA	NA	NA	Cytoplasm
ARMH4	NA	NA	NA	NA	NA	NA	Membrane
DNAJC15	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
FAM110A	NA	NA	NA	NA	NA	NA	Cytoplasm Cytoplasm
SLX9	NA	NA	NA	NA	NA	NA	NA
COL6A2	NA	NA	Core matrisome	Collagens	Other Collagen	NA	Secreted
SAMM50	NA	NA	NA	NA	NA	NA	Mitochondrion outer membrane
LBP	NA	Plasma	NA	NA	NA	comp	Secreted
TMEM215	NA	NA	NA	NA	NA	NA	Membrane
BMP2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	signalling	Secreted
TASP1	NA	NA	NA	NA	Protease	NA	NA
SMARCA2	NA	NA	NA	NA	NA	NA	Nucleus
TFE3	NA	NA	NA	NA	NA	NA	Cytoplasm
CFAP298	NA	NA	NA	NA	NA	NA	Cytoplasm
CFAP298-TCP10L	NA	NA	NA	NA	NA	NA	Cytoplasm
LSM14B	NA	NA	NA	NA	NA	NA	NA
FUNDC2	NA	NA	NA	NA	NA	NA	NA
MAPK4	NA	NA	NA	NA	NA	NA	Cytoplasm
TFAP2C	NA	NA	NA	NA	NA	NA	Nucleus
BEX1	NA	NA	NA	NA	NA	NA	Nucleus
RMC1	NA	NA	NA	NA	NA	NA	Lysosome membrane
ANGPT4	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
RNF17	NA	NA	NA	NA	NA	NA	Cytoplasm Nucleus Note=Predominantly found in the cytoplasm Component of a nuage in male germ cells (an electron-dense spherical cytoplasmic body present in late pachytene and diplotene spermatocytes and in elonging spermatids)
PSMG2	NA	NA	NA	NA	NA	NA	Nucleus
THOC2	NA	NA	NA	NA	NA	NA	Nucleus
MTHFD1	RBC	NA	NA	NA	NA	comp	Cytoplasm
RALY	NA	NA	NA	NA	NA	NA	Nucleus
C1QL3	NA	NA	Matrisome-associated	ECM-affiliated Proteins	comp	comp	Secreted
UPF2	NA	NA	NA	NA	NA	NA	Cytoplasm
RPS6KA6	NA	NA	NA	NA	NA	NA	Cytoplasm
PCNT	NA	NA	NA	NA	NA	NA	Cytoplasm
IL17RA	NA	NA	NA	NA	NA	NA	Cell membrane
POFUT2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum
MORC3	NA	NA	NA	NA	NA	NA	Nucleus
DCT	NA	NA	NA	NA	NA	NA	Melanosome membrane
NUP50	NA	NA	NA	NA	NA	NA	Nucleus
YY1	NA	NA	NA	NA	NA	NA	Nucleus
ATXN10	NA	NA	NA	NA	NA	NA	Cytoplasm
KCNE2	NA	NA	NA	NA	NA	NA	Cell membrane
ENTPD6	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
RELL1	NA	NA	NA	NA	NA	NA	Cell membrane
IDS	NA	NA	NA	NA	NA	NA	Lysosome
ASB12	NA	NA	NA	NA	NA	NA	NA
KLF5	NA	NA	NA	NA	NA	NA	Nucleus
CYBB	NA	NA	NA	NA	NA	NA	Cell membrane
WDR13	NA	NA	NA	NA	NA	NA	Nucleus
CST3	NA	NA	Matrisome-associated	ECM Regulators	NA	NA	Cytoplasm
VSTM2L	NA	NA	NA	NA	NA	NA	NA
LHFPL1	NA	NA	NA	NA	NA	NA	Membrane
ABCG1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
TRAPPC10	NA	NA	NA	NA	NA	NA	Golgi apparatus
RHOJ	NA	NA	NA	NA	NA	NA	Cell membrane
LINGO2	NA	NA	NA	NA	NA	NA	Membrane
PIGP	NA	NA	NA	NA	NA	NA	Membrane
CPZ	NA	NA	NA	NA	Protease	NA	Secreted
RADX	NA	NA	NA	NA	NA	NA	Chromosome
UCHL1	NA	NA	NA	NA	Protease	NA	Cytoplasm
TPTEP2-CSNK1E	NA	NA	NA	NA	NA	NA	Cytoplasm
CSNK1E	NA	NA	NA	NA	NA	NA	Cytoplasm
SLC1A1	NA	NA	NA	NA	NA	NA	Cell membrane
ATRN	NA	NA	NA	NA	NA	NA	Cell membrane
PRR32	NA	NA	NA	NA	NA	NA	NA
SLC35C2	NA	NA	NA	NA	NA	NA	Membrane
SEC61A2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
GATA5	NA	NA	NA	NA	NA	NA	Nucleus
CBLN2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
TBX22	NA	NA	NA	NA	NA	NA	Nucleus
GPCPD1	NA	NA	NA	NA	NA	NA	Cytoplasm
APMAP	NA	NA	NA	NA	NA	NA	Membrane
SMOX	NA	NA	NA	NA	NA	NA	Cytoplasm
SON	NA	NA	NA	NA	NA	NA	Nucleus speckle
SH3KBP1	NA	NA	NA	NA	NA	NA	Cytoplasm
SPON2	NA	NA	Core matrisome	ECM Glycoproteins	Matricellular	NA	Secreted
TSHZ2	NA	NA	NA	NA	NA	NA	Nucleus
GRPR	NA	NA	NA	NA	NA	NA	Cell membrane
FOXA1	NA	NA	NA	NA	NA	NA	Nucleus
PLA2G3	NA	NA	NA	NA	NA	NA	Secreted
JDP2	NA	NA	NA	NA	NA	NA	Nucleus
NKX2-2	NA	NA	NA	NA	NA	NA	Nucleus
KLF8	NA	NA	NA	NA	NA	NA	Nucleus
MAGEB16	NA	NA	NA	NA	NA	NA	NA
AHCY	RBC	NA	NA	NA	NA	NA	Cytoplasm Melanosome
ABHD12	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
TNFRSF11A	NA	NA	NA	NA	NA	NA	Cell membrane
RLN1	NA	NA	NA	NA	NA	NA	Secreted
ATP6AP2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
KIN	NA	NA	NA	NA	NA	NA	Nucleus
RIOK3	NA	NA	NA	NA	NA	NA	Cytoplasm
IDUA	NA	NA	NA	NA	NA	NA	Lysosome
DEFB128	NA	NA	NA	NA	NA	NA	Secreted
USPL1	NA	NA	NA	NA	Protease	NA	Nucleus
GINS1	NA	NA	NA	NA	NA	NA	Nucleus
DSCAM	NA	NA	NA	NA	NA	NA	Cell membrane
UPK3A	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
LGALS2	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	NA
TFF2	NA	NA	NA	NA	NA	NA	Secreted
CCT8	RBC	NA	NA	NA	NA	NA	Cytoplasm
RIPPLY3	NA	NA	NA	NA	NA	NA	Nucleus
SPATA2	NA	NA	NA	NA	NA	NA	Cytoplasm
ATG2B	NA	NA	NA	NA	NA	NA	Preautophagosomal structure membrane
FUT8	NA	NA	NA	NA	NA	NA	Golgi apparatus
POU4F1	NA	NA	NA	NA	NA	NA	Nucleus
GALR1	NA	NA	NA	NA	NA	NA	Cell membrane
CATSPERB	NA	NA	NA	NA	NA	NA	Membrane
UQCC1	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
SEL1L3	NA	NA	NA	NA	NA	NA	Membrane
PPM1A	RBC	NA	NA	NA	NA	NA	Nucleus
HAUS1	NA	NA	NA	NA	NA	NA	Cytoplasm
MAP1LC3A	NA	NA	NA	NA	NA	NA	Cytoplasm
POMP	NA	NA	NA	NA	NA	NA	Cytoplasm
PDHA1	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
ZFYVE1	NA	NA	NA	NA	NA	NA	Golgi apparatus
DEFB127	NA	NA	NA	NA	NA	NA	Secreted
DEFB121	NA	NA	NA	NA	NA	NA	Secreted
GLRX5	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
SSTR1	NA	NA	NA	NA	NA	NA	Cell membrane
TBC1D14	NA	NA	NA	NA	NA	NA	Golgi apparatus
PROSER1	NA	NA	NA	NA	NA	NA	NA
PSIP1	NA	NA	NA	NA	NA	NA	Nucleus
PPARGC1A	NA	NA	NA	NA	NA	NA	Nucleus Nucleus
FOS	NA	NA	NA	NA	NA	NA	Nucleus
UCMA	NA	NA	NA	NA	NA	NA	Secreted
ADAMTS5	NA	NA	Matrisome-associated	ECM Regulators	Protease	NA	Secreted
ARHGEF6	NA	NA	NA	NA	NA	NA	Cell projection
PDCD1LG2	NA	NA	NA	NA	NA	NA	Cell membrane
GLRA2	NA	NA	NA	NA	NA	NA	Cell junction
RHOXF1	NA	NA	NA	NA	NA	NA	Nucleus
NRDE2	NA	NA	NA	NA	NA	NA	Nucleus speckle
L3HYPDH	NA	NA	NA	NA	NA	NA	NA
TMEM33	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
FAM83F	NA	NA	NA	NA	NA	NA	NA
OTUD6A	NA	NA	NA	NA	Protease	NA	NA
FGD1	NA	NA	NA	NA	NA	NA	Cytoplasm
PTTG2	NA	NA	NA	NA	NA	NA	Cytoplasm
ADRA1D	NA	NA	NA	NA	NA	NA	Cell membrane
DONSON	NA	NA	NA	NA	NA	NA	Nucleus
KRTAP10-11	NA	NA	NA	NA	NA	NA	NA
USP11	NA	NA	NA	NA	Protease	NA	Nucleus
H2AP	NA	NA	NA	NA	NA	NA	NA
ITM2A	NA	NA	NA	NA	NA	NA	Membrane
MEX3C	NA	NA	NA	NA	NA	NA	Nucleus
SIRPG	NA	NA	NA	NA	NA	NA	Membrane
PSMD10	RBC	NA	NA	NA	NA	NA	Cytoplasm
CDH7	NA	NA	NA	NA	NA	NA	Cell membrane
CRLS1	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
ALG12	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
PACSIN2	RBC	NA	NA	NA	NA	NA	Cytoplasm Cytoplasm
RGS6	NA	NA	NA	NA	NA	NA	Cytoplasm
JADE3	NA	NA	NA	NA	NA	NA	NA
VBP1	NA	NA	NA	NA	NA	NA	Cytoplasm Nucleus Note=In complex with VHL can translocate to the nucleus
GPR137C	NA	NA	NA	NA	NA	NA	Lysosome membrane
TLR6	NA	NA	NA	NA	NA	NA	Cell membrane
CHST7	NA	NA	NA	NA	NA	saccharide metabolism	Golgi apparatus membrane
CELF4	NA	NA	NA	NA	NA	NA	Nucleus
BPIFA3	NA	NA	NA	NA	NA	NA	Secreted
PLPP6	NA	NA	NA	NA	NA	NA	Membrane
CDH26	NA	NA	NA	NA	NA	NA	Cell membrane
DDHD1	NA	NA	NA	NA	NA	NA	Cytoplasm
FERMT2	NA	NA	NA	NA	NA	NA	Cytoplasm
NKX3-2	NA	NA	NA	NA	NA	NA	Nucleus
RBM25	NA	NA	NA	NA	NA	NA	Nucleus speckle
KCNJ6	NA	NA	NA	NA	NA	NA	Membrane
SEC11C	NA	NA	NA	NA	Protease	NA	Microsome membrane
NDP	NA	NA	NA	NA	NA	NA	Secreted
CHODL	NA	NA	NA	NA	NA	NA	Membrane
RWDD2B	NA	NA	NA	NA	NA	NA	NA
RIPK4	NA	NA	NA	NA	NA	NA	Cytoplasm Membrane
PLGRKT	NA	NA	NA	NA	NA	NA	Cell membrane
NOVA1	NA	NA	NA	NA	NA	NA	Nucleus
WNT7B	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
MXD4	NA	NA	NA	NA	NA	NA	Nucleus
SAMSN1	NA	NA	NA	NA	NA	NA	Nucleus Cytoplasm Cell projection
PSMA7	RBC	Plasma	NA	NA	NA	NA	Cytoplasm
PBDC1	NA	NA	NA	NA	NA	NA	NA
MCM3AP	NA	NA	NA	NA	NA	NA	Cytoplasm
CBY2	NA	NA	NA	NA	NA	NA	NA
PMAIP1	NA	NA	NA	NA	NA	NA	Mitochondrion
ZNRF3	NA	NA	NA	NA	NA	NA	Cell membrane
FGF13	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cell projection
POF1B	NA	NA	NA	NA	NA	NA	Cell junction
FKBP3	NA	NA	NA	NA	NA	NA	Nucleus
TTLL1	NA	NA	NA	NA	NA	NA	Cytoplasm
CYTH4	NA	NA	NA	NA	NA	NA	Cell membrane
KCNIP4	NA	NA	NA	NA	NA	NA	Cell membrane
MRPS6	NA	NA	NA	NA	NA	NA	Mitochondrion
POSTN	NA	Plasma	Core matrisome	ECM Glycoproteins	Matricellular	NA	Golgi apparatus
CIPC	NA	NA	NA	NA	NA	NA	Nucleus
ITSN1	NA	NA	NA	NA	NA	NA	Endomembrane system
DHX15	NA	NA	NA	NA	NA	NA	Nucleus
ETS2	NA	NA	NA	NA	NA	NA	Nucleus
XRN2	NA	NA	NA	NA	NA	NA	Nucleus
NFX1	NA	NA	NA	NA	NA	NA	Nucleus
BMP4	NA	NA	Matrisome-associated	Secreted Factors	Signalling	signalling	Secreted
PLA2G6	NA	NA	NA	NA	NA	NA	Cytoplasm
POLN	NA	NA	NA	NA	NA	NA	Nucleus
ZCCHC2	NA	NA	NA	NA	NA	NA	NA
PREX1	NA	NA	NA	NA	NA	NA	Cytoplasm
FSCB	NA	NA	NA	NA	NA	NA	Cell projection
STX16	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
STX16-NPEPL1	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
AWAT2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
COL18A1	NA	NA	Core matrisome	Collagens	Multiplexin	NA	Secreted
DOK5	NA	NA	NA	NA	NA	NA	NA
PSPC1	NA	NA	NA	NA	NA	NA	Nucleus
XK	RBC	NA	NA	NA	NA	NA	Membrane
BTBD7	NA	NA	NA	NA	NA	NA	Nucleus
TSR2	NA	NA	NA	NA	NA	NA	NA
PLCB1	NA	NA	NA	NA	NA	NA	Nucleus membrane
CDH2	NA	NA	NA	NA	NA	NA	Cell membrane
TFF1	NA	NA	NA	NA	NA	NA	Secreted
KCNB1	NA	NA	NA	NA	NA	NA	Cell membrane
MSX1	NA	NA	NA	NA	NA	NA	Nucleus
CDC42EP1	NA	NA	NA	NA	NA	NA	Endomembrane system
MOCOS	NA	NA	NA	NA	NA	NA	NA
IGSF1	NA	NA	NA	NA	NA	NA	Membrane
EDEM2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum lumen
MC3R	NA	NA	NA	NA	NA	NA	Cell membrane
PIR	NA	NA	NA	NA	NA	NA	Nucleus
CERK	NA	NA	NA	NA	NA	NA	Cytoplasm
FAM118A	NA	NA	NA	NA	NA	NA	Membrane
PDS5A	NA	NA	NA	NA	NA	NA	Nucleus
PIM3	NA	NA	NA	NA	NA	NA	Cytoplasm
SPTSSA	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
AMER1	NA	NA	NA	NA	NA	NA	Cytoplasm
PSAPL1	NA	NA	NA	NA	NA	NA	Secreted
LIMK2	NA	NA	NA	NA	NA	NA	Cytoplasm
TMEM241	NA	NA	NA	NA	NA	NA	Membrane
EGLN3	NA	NA	Matrisome-associated	ECM Regulators	ECM PTM Modifier	NA	Nucleus
RIOX1	NA	NA	NA	NA	NA	NA	Nucleus
XKRX	NA	NA	NA	NA	NA	NA	Membrane
NUBPL	NA	NA	NA	NA	NA	NA	Mitochondrion
DMRTA1	NA	NA	NA	NA	NA	NA	Nucleus
TENM1	NA	NA	NA	NA	NA	NA	Cell membrane
KDELR3	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
ADRM1	NA	NA	NA	NA	NA	NA	Cytoplasm
HTR2C	NA	NA	NA	NA	NA	NA	Cell membrane
TRDMT1	NA	NA	NA	NA	NA	NA	Cytoplasm
TEC	NA	NA	NA	NA	NA	NA	Cytoplasm Cell membrane
ZC4H2	NA	NA	NA	NA	NA	NA	Cytoplasm
COLEC12	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	Membrane
PAN3	NA	NA	NA	NA	NA	NA	Cytoplasm
CTAGE1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
MCAT	NA	NA	NA	NA	NA	NA	Mitochondrion
SLC7A3	NA	NA	NA	NA	NA	NA	Cell membrane
ADGRA3	NA	NA	NA	NA	NA	NA	Membrane
TTC38	NA	NA	NA	NA	NA	NA	NA
FAM3B	NA	NA	NA	NA	NA	NA	Secreted
TBC1D4	NA	NA	NA	NA	NA	NA	Cytoplasm
DZANK1	NA	NA	NA	NA	NA	NA	NA
CNDP2	RBC	NA	NA	NA	Protease	NA	Cytoplasm
SLC25A47	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
TMEM230	NA	NA	NA	NA	NA	NA	Membrane
TST	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
SH3GL2	NA	NA	NA	NA	NA	NA	Cytoplasm
HDX	NA	NA	NA	NA	NA	NA	Nucleus
VPS26C	NA	NA	NA	NA	NA	NA	Endosome
PHYH	NA	NA	NA	NA	NA	NA	Peroxisome
SH3BGRL	RBC	NA	NA	NA	NA	NA	NA
TTI1	NA	NA	NA	NA	NA	NA	Cytoplasm
CDC42BPB	NA	NA	NA	NA	NA	NA	Cytoplasm
KCNH5	NA	NA	NA	NA	NA	NA	Membrane
RSPO4	NA	NA	Core matrisome	ECM Glycoproteins	NA	NA	Secreted
BPIFB2	NA	NA	NA	NA	NA	NA	Secreted
ISX	NA	NA	NA	NA	NA	NA	Nucleus
SLC25A17	NA	NA	NA	NA	NA	NA	Cytoplasm
EYA2	NA	NA	NA	NA	NA	NA	Cytoplasm
SNX6	NA	NA	NA	NA	NA	NA	Early endosome membrane
TMPRSS15	NA	NA	Matrisome-associated	ECM Regulators	Protease	NA	Membrane
PHLPP1	NA	NA	NA	NA	NA	NA	Cytoplasm Membrane
BFSP1	NA	NA	NA	NA	NA	NA	Cell membrane
NR0B1	NA	NA	NA	NA	NA	NA	Nucleus
POLE2	NA	NA	NA	NA	NA	NA	Nucleus
NHLRC3	NA	NA	NA	NA	NA	NA	NA
N6AMT1	NA	NA	NA	NA	NA	NA	Nucleus
URB1	NA	NA	NA	NA	NA	NA	Nucleus
PPP2R5E	NA	NA	NA	NA	NA	NA	Cytoplasm
DSG4	NA	NA	NA	NA	NA	NA	Cell membrane
LRRC9	NA	NA	NA	NA	NA	NA	NA
COMMD8	NA	NA	NA	NA	NA	NA	Cytoplasm
WASF3	NA	NA	NA	NA	NA	NA	Cytoplasm
PPP1R16B	NA	NA	NA	NA	NA	NA	Cell membrane
GTF3A	NA	NA	NA	NA	NA	NA	Nucleus
STK4	NA	NA	NA	NA	NA	NA	Cytoplasm
ROCK1	RBC	NA	NA	NA	NA	NA	Cytoplasm
SS18L1	NA	NA	NA	NA	NA	NA	Nucleus
PHKA1	NA	NA	NA	NA	NA	NA	Cell membrane
NAA30	NA	NA	NA	NA	NA	NA	Cytoplasm
SERPINA7	NA	Plasma	Matrisome-associated	ECM Regulators	Protease Inhibitor	pi	Secreted
EFCAB6	NA	NA	NA	NA	NA	NA	Nucleus
RGS19	NA	NA	NA	NA	NA	NA	Membrane
PTPN2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum
DYRK1A	NA	NA	NA	NA	NA	NA	Nucleus speckle
CPLX1	NA	NA	NA	NA	NA	NA	Cytoplasm
LRRN4	NA	NA	NA	NA	NA	NA	Membrane
ZADH2	NA	NA	NA	NA	NA	NA	Peroxisome
PHF21B	NA	NA	NA	NA	NA	NA	NA
GGA1	NA	NA	NA	NA	NA	NA	Golgi apparatus
SPRY2	NA	NA	NA	NA	NA	NA	Cytoplasm
SUN5	NA	NA	NA	NA	NA	NA	Nucleus inner membrane
RAE1	NA	NA	NA	NA	NA	NA	Cytoplasm
SOCS4	NA	NA	NA	NA	NA	NA	NA
HORMAD2	NA	NA	NA	NA	NA	NA	Nucleus Chromosome Note=Preferentially localizes to unsynapsed or desynapsed chromosomal regions during the male and female prophase I stage of meiosis TRIP13 is required for depletion from synapsed chromosomes
PDE9A	NA	NA	NA	NA	NA	NA	Cell projection
RPRD1B	NA	NA	NA	NA	NA	NA	Nucleus
C14orf28	NA	NA	NA	NA	NA	NA	NA
TGDS	NA	NA	NA	NA	NA	NA	NA
RFC3	NA	NA	NA	NA	NA	NA	Nucleus
SLC23A2	NA	NA	NA	NA	NA	NA	Cell membrane
TGIF1	NA	NA	NA	NA	NA	NA	Nucleus
RALBP1	NA	NA	NA	NA	NA	NA	Cell membrane
WDR19	NA	NA	NA	NA	NA	NA	Cell projection
SLC25A29	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
NOP56	NA	NA	NA	NA	NA	NA	Nucleus
PARVG	NA	NA	NA	NA	NA	NA	Cell junction
JKAMP	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
RTL5	NA	NA	NA	NA	NA	NA	NA
RBM17	NA	NA	NA	NA	NA	NA	Nucleus
MIPEP	NA	NA	NA	NA	Protease	NA	Mitochondrion matrix
AWAT1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
ACBD7	NA	NA	NA	NA	NA	NA	NA
BACE2	NA	NA	NA	NA	Protease	NA	Cell membrane
TRIOBP	NA	NA	NA	NA	NA	NA	Nucleus
KLHL13	NA	NA	NA	NA	NA	NA	NA
HCCS	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
CST8	NA	NA	Matrisome-associated	ECM Regulators	Protease Inhibitor	NA	Secreted
TPGS2	NA	NA	NA	NA	NA	NA	Cytoplasm
SLC37A1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
FAM114A1	NA	NA	NA	NA	NA	NA	Cytoplasm
ITIH2	RBC	Plasma	Matrisome-associated	ECM Regulators	Protease Inhibitor	pi	Secreted
DYNLT3	NA	NA	NA	NA	NA	NA	Nucleus
STK32B	NA	NA	NA	NA	NA	NA	NA
FREM2	NA	NA	Matrisome-associated	ECM-affiliated Proteins	NA	NA	Cell membrane
CTNNBL1	NA	NA	NA	NA	NA	NA	Nucleus
SCEL	NA	NA	NA	NA	NA	NA	Cytoplasm Membrane Note=May become cross-linked to membrane proteins by transglutaminase
PCNX4	NA	NA	NA	NA	NA	NA	Membrane
MIS18BP1	NA	NA	NA	NA	NA	NA	Nucleus
SNAI1	NA	NA	NA	NA	NA	NA	Nucleus
ALG13	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum
RAB27B	RBC	NA	NA	NA	NA	NA	Membrane
TSPO	RBC	NA	NA	NA	NA	NA	Mitochondrion membrane
SOX18	NA	NA	NA	NA	NA	NA	Nucleus
NCOA3	NA	NA	NA	NA	NA	NA	Cytoplasm
BHLHE23	NA	NA	NA	NA	NA	NA	Nucleus
PDGFB	NA	NA	Matrisome-associated	Secreted Factors	NA	NA	Secreted Note=Released by platelets upon wounding
HMGB3	NA	NA	NA	NA	NA	NA	Nucleus
MRAP	NA	NA	NA	NA	NA	NA	Cell membrane
LAMA5	NA	NA	Core matrisome	ECM Glycoproteins	Structural ECM	BM	Secreted
CCDC68	NA	NA	NA	NA	NA	NA	Cytoplasm
TECRL	NA	NA	NA	NA	NA	NA	Membrane
PSMC1	RBC	NA	NA	NA	NA	NA	Cytoplasm
NRIP1	NA	NA	NA	NA	NA	NA	Nucleus
IGBP1	NA	NA	NA	NA	NA	NA	Cytoplasm
ANKRD16	NA	NA	NA	NA	NA	NA	Cytoplasm
RAI2	NA	NA	NA	NA	NA	NA	NA
CAB39L	NA	NA	NA	NA	NA	NA	NA
RCL1	NA	NA	NA	NA	NA	NA	Nucleus
PELI2	NA	NA	NA	NA	NA	NA	NA
CD93	NA	Plasma	NA	NA	NA	comp	Membrane
ADAMTS1	NA	NA	Matrisome-associated	ECM Regulators	Protease	NA	Secreted
SMPX	NA	NA	NA	NA	NA	NA	NA
TMX3	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
MEIG1	NA	NA	NA	NA	NA	NA	NA
HDHD2	RBC	NA	NA	NA	NA	NA	NA
MMP11	NA	NA	Matrisome-associated	ECM Regulators	Protease	NA	Secreted
GART	RBC	NA	NA	NA	NA	NA	NA
HSPA13	NA	NA	NA	NA	NA	NA	Microsome
DEFB116	NA	NA	NA	NA	NA	NA	Secreted
MAPRE2	RBC	NA	NA	NA	NA	NA	Cytoplasm
CNMD	NA	NA	NA	NA	NA	NA	Secreted
NOX1	NA	NA	NA	NA	NA	NA	Cell projection
BPIFA2	NA	NA	NA	NA	NA	NA	Secreted
GET1-SH3BGR	NA	NA	NA	NA	NA	NA	NA
STK35	NA	NA	NA	NA	NA	NA	Nucleus Nucleus
PTGER2	NA	NA	NA	NA	NA	NA	Cell membrane
GTPBP6	NA	NA	NA	NA	NA	NA	NA
UBAC2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
ADGRG2	NA	NA	NA	NA	NA	NA	Apical cell membrane
FLT1	NA	NA	NA	NA	NA	NA	Cell membrane
DTD2	RBC	NA	NA	NA	NA	NA	Cytoplasm
FBXO15	NA	NA	NA	NA	NA	NA	NA
GABRA3	NA	NA	NA	NA	NA	NA	Cell junction
MAP7D3	NA	NA	NA	NA	NA	NA	Cytoplasm
NANP	RBC	NA	NA	NA	NA	NA	NA
RTL4	NA	NA	NA	NA	NA	NA	NA
TRMT2B	NA	NA	NA	NA	NA	NA	NA
KRTAP10-6	NA	NA	NA	NA	NA	NA	NA
SERP2	NA	NA	NA	NA	NA	NA	Membrane
CHADL	NA	NA	Core matrisome	Proteoglycans	Structural ECM	NA	Secreted
BOD1L1	NA	NA	NA	NA	NA	NA	Chromosome
ZAR1	NA	NA	NA	NA	NA	NA	Cytoplasm
NUDT11	NA	NA	NA	NA	NA	NA	Cytoplasm
SLC14A1	RBC	NA	NA	NA	NA	NA	Cell membrane
IFNA16	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
IFNA2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
IFNA6	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
IFNA13	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
IFNA7	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
IFNA17	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
HTATSF1	NA	NA	NA	NA	NA	NA	Nucleus
RBM47	NA	NA	NA	NA	NA	NA	Nucleus
RNF212	NA	NA	NA	NA	NA	NA	Nucleus Chromosome Note=Associates to the synaptonemal complex Localizes to a minority of double-strand breaks (DSBs) sites Marks crossover sites during midpachynema
IL1RAPL2	NA	NA	NA	NA	NA	NA	Membrane
CPXCR1	NA	NA	NA	NA	NA	NA	NA
CBLN4	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
WFDC9	NA	NA	NA	NA	NA	NA	Secreted
CNDP1	NA	NA	NA	NA	Protease	NA	NA
NCF4	NA	NA	NA	NA	NA	NA	Cytoplasm
DACH1	NA	NA	NA	NA	NA	NA	Nucleus
SERPINB2	NA	NA	Matrisome-associated	ECM Regulators	Protease Inhibitor	NA	Cytoplasm Secreted
RIMBP3	NA	NA	NA	NA	NA	NA	Cytoplasm
RP2	NA	NA	NA	NA	NA	NA	Cell membrane
RANBP6	NA	NA	NA	NA	NA	NA	Cytoplasm
TMEM121B	NA	NA	NA	NA	NA	NA	NA
IGLC2	NA	Plasma	NA	NA	NA	plasma	NA
IGLL5	NA	Plasma	NA	NA	NA	plasma	NA
IGLL1	NA	Plasma	NA	NA	NA	plasma	NA
IGLC3	NA	Plasma	NA	NA	NA	plasma	NA
IGLC1	NA	Plasma	NA	NA	NA	plasma	NA
CBX7	NA	NA	NA	NA	NA	NA	Nucleus
FOXR2	NA	NA	NA	NA	NA	NA	Nucleus
CDKN2B	NA	NA	NA	NA	NA	NA	NA
LIPG	NA	NA	NA	NA	NA	NA	Secreted
BRWD3	NA	NA	NA	NA	NA	NA	NA
HOPX	NA	NA	NA	NA	NA	NA	Nucleus
RPL3	RBC	NA	NA	NA	NA	NA	Nucleus
