Gene_Symbol	Protein_length	Division	Category	Secretome
GSAP	854	Golgi apparatus	Vesicles	Non-secretome
GTPBP2	602	Secreted	Vesicles	Non-secretome
GUCY2C	1073	Cell membrane	Vesicles	Non-secretome
GULP1	304	Cytoplasm	Vesicles	Non-secretome
GUSB	651	Lysosome	Vesicles	Intracellular and membrane
GYG1	350	Vesicles	Vesicles	Non-secretome
HEBP1	189	Cytoplasm	Vesicles	Non-secretome
HECTD4	3996	Vesicles	Vesicles	Non-secretome
HEPACAM	416	Cytoplasm	Vesicles	Non-secretome
HEXA	529	Lysosome	Vesicles	Intracellular and membrane
HIP1	1037	Cytoplasm	Vesicles	Non-secretome
HLA-DMA	261	Endosome	Vesicles	Non-secretome
HLA-DMB	263	Endosome	Vesicles	Non-secretome
HLA-DPA1	260	Vesicles	Vesicles	Non-secretome
HLA-E	358	Membrane	Vesicles	Blood
HP	406	Secreted	Vesicles	Blood
HPR	348	Secreted	Vesicles	Blood
HS3ST1	307	Golgi apparatus	Vesicles	Intracellular and membrane
HS3ST3B1	390	Golgi apparatus	Vesicles	Non-secretome
HSD11B1L	315	Vesicles	Vesicles	Brain
HSD17B13	300	Endoplasmic reticulum	Vesicles	Non-secretome
HSD17B3	310	Endoplasmic reticulum	Vesicles	Non-secretome
HSPA6	643	Vesicles	Vesicles	Non-secretome
HYKK	373	Cytoplasm	Vesicles	Non-secretome
IDI2	227	Peroxisome	Vesicles	Non-secretome
IFIT2	472	Cytoplasm	Vesicles	Non-secretome
IGIP	53	Vesicles	Vesicles	Blood
IL20RB	311	Vesicles	Vesicles	Non-secretome
IL31RA	732	Cell membrane	Vesicles	Non-secretome
INPP5F	1132	Membrane	Vesicles	Non-secretome
INSIG1	277	Endoplasmic reticulum	Vesicles	Non-secretome
INSL4	139	Vesicles	Vesicles	Blood
IQCC	466	Other	Vesicles	Non-secretome
IRAK1BP1	260	Cytoplasm	Vesicles	Non-secretome
IRAK2	625	Cytoplasm	Vesicles	Non-secretome
IRAK3	596	Cytoplasm	Vesicles	Intracellular and membrane
IRGQ	623	Other	Vesicles	Non-secretome
IRX3	501	Nucleus	Vesicles	Non-secretome
IST1	364	Cytoplasmic vesicle	Vesicles	Non-secretome
ITM2A	263	Membrane	Vesicles	Non-secretome
ITPKA	461	Cytoplasm	Vesicles	Non-secretome
ITPR1	2758	Endoplasmic reticulum	Vesicles	Non-secretome
ITPRIP	547	Cell membrane	Vesicles	Non-secretome
JKAMP	311	Endoplasmic reticulum	Vesicles	Non-secretome
JTB	146	Membrane	Vesicles	Non-secretome
KCNAB1	419	Cytoplasm	Vesicles	Non-secretome
KCNG1	513	Cell membrane	Vesicles	Non-secretome
KCNH1	989	Cell membrane	Vesicles	Non-secretome
KCNIP1	227	Cell membrane	Vesicles	Non-secretome
KCNIP2	270	Cell membrane	Vesicles	Non-secretome
KCNIP3	256	Cytoplasm	Vesicles	Intracellular and membrane
KCNIP4	250	Cell membrane	Vesicles	Non-secretome
KCNJ16	418	Membrane	Vesicles	Non-secretome
KCNK1	336	Cell membrane	Vesicles	Non-secretome
KCNQ5	932	Cell membrane	Vesicles	Non-secretome
KCNRG	272	Endoplasmic reticulum	Vesicles	Non-secretome
KCNT2	1135	Vesicles	Vesicles	Non-secretome
KCTD8	473	Cell junction	Vesicles	Non-secretome
KIAA0319	1072	Vesicles	Vesicles	Brain
KIF5C	957	Cytoplasm	Vesicles	Non-secretome
KISS1	138	Secreted	Vesicles	Female reproductive system
KLK8	260	Secreted	Vesicles	Secreted-other tissues
KLRC3	240	Cell membrane	Vesicles	Non-secretome
KRT25	450	Cytoplasm	Vesicles	Non-secretome
L1TD1	865	Other	Vesicles	Non-secretome
L3HYPDH	354	Other	Vesicles	Non-secretome
LAMTOR4	99	Lysosome	Vesicles	Non-secretome
LBH	105	Nucleus	Vesicles	Non-secretome
LCMT2	686	Cytoplasm	Vesicles	Non-secretome
LDLRAD4	306	Endosome	Vesicles	Non-secretome
LHFPL3	236	Membrane	Vesicles	Non-secretome
LMBRD1	540	Endoplasmic reticulum	Vesicles	Non-secretome
LNP1	178	Vesicles	Vesicles	Non-secretome
LNX2	690	Other	Vesicles	Non-secretome
LPL	475	Cell membrane	Vesicles	Blood
LRFN2	789	Membrane	Vesicles	Non-secretome
LRP1	4544	Cell membrane	Vesicles	Intracellular and membrane
LRP1B	4599	Membrane	Vesicles	Non-secretome
LRRC17	441	Secreted	Vesicles	Secreted-other tissues
LRRC24	513	Membrane	Vesicles	Non-secretome
LRRC37A	1700	Vesicles	Vesicles	Non-secretome
LRRC37A2	1700	Vesicles	Vesicles	Non-secretome
LRRC37A3	1634	Vesicles	Vesicles	Non-secretome
LRRK2	2527	Cytoplasmic vesicle	Vesicles	Non-secretome
LSM4	139	Nucleus	Vesicles	Non-secretome
LTK	864	Cell membrane	Vesicles	Non-secretome
LY96	160	Secreted	Vesicles	Blood
LZTS3	673	Cell junction	Vesicles	Non-secretome
MAN1B1	699	Endoplasmic reticulum	Vesicles	Non-secretome
MAP1LC3A	121	Cytoplasm	Vesicles	Non-secretome
MAP1LC3B	125	Vesicles	Vesicles	Non-secretome
MAP1LC3B2	125	Vesicles	Vesicles	Non-secretome
MAP3K15	1313	Other	Vesicles	Non-secretome
MAP4K2	820	Cytoplasm	Vesicles	Non-secretome
MAPK8IP3	1336	Cytoplasm	Vesicles	Non-secretome
MARVELD3	401	Membrane	Vesicles	Non-secretome
MAST1	1570	Cell membrane	Vesicles	Non-secretome
MBNL3	354	Nucleus	Vesicles	Non-secretome
MBOAT2	520	Membrane	Vesicles	Non-secretome
MEMO1	297	Cytoplasm	Vesicles	Non-secretome
METAP1D	335	Mitochondrion	Vesicles	Non-secretome
METTL23	190	Cytoplasm	Vesicles	Non-secretome
METTL6	284	Other	Vesicles	Non-secretome
MEX3C	659	Nucleus	Vesicles	Intracellular and membrane
MFNG	321	Golgi apparatus	Vesicles	Intracellular and membrane
MFSD14A	490	Vesicles	Vesicles	Non-secretome
MFSD3	412	Membrane	Vesicles	Non-secretome
MFSD8	518	Lysosome	Vesicles	Non-secretome
MGAM2	2515	Vesicles	Vesicles	Non-secretome
MGRN1	552	Endosome	Vesicles	Non-secretome
MITD1	249	Endosome	Vesicles	Non-secretome
MMD	238	Endosome	Vesicles	Non-secretome
MPV17L	196	Peroxisome	Vesicles	Non-secretome
MREG	214	Membrane	Vesicles	Non-secretome
MS4A6A	248	Membrane	Vesicles	Non-secretome
MS4A6E	147	Membrane	Vesicles	Non-secretome
MSH5	834	Nucleolus	Vesicles	Non-secretome
MTFR2	385	Mitochondrion	Vesicles	Non-secretome
MTMR2	643	Cytoplasm	Vesicles	Non-secretome
MYBPHL	354	Cytoplasm	Vesicles	Non-secretome
MYCBPAP	947	Cytoplasm	Vesicles	Non-secretome
MYL6B	208	Cytoplasm	Vesicles	Non-secretome
MYMX	84	Cell membrane	Vesicles	Non-secretome
MYO16	1858	Cytoplasm	Vesicles	Non-secretome
MYOF	2061	Cell membrane	Vesicles	Non-secretome
MYT1L	1186	Nucleus	Vesicles	Non-secretome
NADSYN1	706	Cytoplasm	Vesicles	Non-secretome
NAP1L3	506	Nucleus	Vesicles	Non-secretome
NBR1	966	Cytoplasm	Vesicles	Non-secretome
NDFIP2	336	Endosome	Vesicles	Non-secretome
NDP	133	Secreted	Vesicles	ECM
NECAP1	275	Cytoplasmic vesicle	Vesicles	Non-secretome
NEK10	1172	Secreted	Vesicles	Non-secretome
NEURL2	285	Cytoplasm	Vesicles	Non-secretome
NHLRC1	395	Endoplasmic reticulum	Vesicles	Non-secretome
NIF3L1	377	Cytoplasm	Vesicles	Non-secretome
NKG7	165	Cell membrane	Vesicles	Non-secretome
NOX3	568	Membrane	Vesicles	Non-secretome
NOXA1	476	Cytoplasm	Vesicles	Non-secretome
NPHP1	732	Cell junction	Vesicles	Non-secretome
NREP	68	Cytoplasm	Vesicles	Non-secretome
NRSN2	204	Membrane	Vesicles	Non-secretome
NSUN7	718	Other	Vesicles	Non-secretome
NTS	170	Secreted	Vesicles	Digestive system
NUS1	293	Endoplasmic reticulum	Vesicles	Non-secretome
NXPH3	252	Secreted	Vesicles	Brain
NYAP1	841	Other	Vesicles	Non-secretome
OAZ1	228	Cytoplasm	Vesicles	Non-secretome
OLFM3	478	Secreted	Vesicles	Brain
OLFML3	406	Secreted	Vesicles	ECM
OSBPL5	879	Endoplasmic reticulum	Vesicles	Non-secretome
PADI3	664	Cytoplasm	Vesicles	Non-secretome
PAGE4	102	Vesicles	Vesicles	Non-secretome
PAIP2	127	Cytoplasm	Vesicles	Non-secretome
PAK3	559	Cytoplasm	Vesicles	Non-secretome
PAQR4	273	Membrane	Vesicles	Non-secretome
PAQR5	330	Cell membrane	Vesicles	Non-secretome
PBLD	288	Cytoplasm	Vesicles	Non-secretome
PBX4	374	Nucleus	Vesicles	Non-secretome
PBXIP1	731	Cytoplasm	Vesicles	Non-secretome
PCDH20	951	Cell membrane	Vesicles	Non-secretome
PCDHA6	950	Vesicles	Vesicles	Brain
PCDHB14	798	Vesicles	Vesicles	Non-secretome
PCDHB3	796	Vesicles	Vesicles	Non-secretome
PCSK1N	260	Secreted	Vesicles	Blood
PCSK2	638	Cytoplasmic vesicle	Vesicles	Secreted-other tissues
PDCD6IP	868	Vesicles	Vesicles	Intracellular and membrane
PDE6G	87	Membrane	Vesicles	Non-secretome
PDE6H	83	Membrane	Vesicles	Non-secretome
PEX11B	259	Peroxisome	Vesicles	Non-secretome
PEX2	305	Peroxisome	Vesicles	Non-secretome
PGBD2	592	Vesicles	Vesicles	Non-secretome
PHGR1	82	Vesicles	Vesicles	Non-secretome
PHOSPHO2	241	Other	Vesicles	Non-secretome
PI15	258	Secreted	Vesicles	Secreted-other tissues
PICALM	652	Cell membrane	Vesicles	Non-secretome
PIGP	158	Membrane	Vesicles	Non-secretome
PIK3CD	1044	Cytoplasm	Vesicles	Non-secretome
PIK3R3	461	Cytoplasm	Vesicles	Non-secretome
PIK3R4	1358	Endosome	Vesicles	Non-secretome
PIKFYVE	2098	Endosome	Vesicles	Non-secretome
PINLYP	204	Secreted	Vesicles	Blood
PITPNM2	1349	Endoplasmic reticulum	Vesicles	Non-secretome
PKN3	889	Nucleus	Vesicles	Non-secretome
PLA2G4F	849	Cytoplasm	Vesicles	Non-secretome
PLCH1	1693	Cytoplasm	Vesicles	Non-secretome
PLEKHM1	1056	Membrane	Vesicles	Non-secretome
PLPP5	264	Cell membrane	Vesicles	Non-secretome
PLPP7	271	Nucleus	Vesicles	Non-secretome
PMAIP1	54	Mitochondrion	Vesicles	Non-secretome
PMEPA1	287	Endosome	Vesicles	Intracellular and membrane
PORCN	461	Endoplasmic reticulum	Vesicles	Non-secretome
PPIP5K2	1243	Cytoplasm	Vesicles	Non-secretome
PPM1J	505	Other	Vesicles	Non-secretome
PPM1N	430	Cytoplasm	Vesicles	Non-secretome
PPP1R11	126	Cytoplasm	Vesicles	Non-secretome
PPP1R15A	674	Endoplasmic reticulum	Vesicles	Non-secretome
PPP1R21	780	Endosome	Vesicles	Non-secretome
PPP3CC	512	Other	Vesicles	Non-secretome
PRPS1	318	Cytoplasm	Vesicles	Non-secretome
PRPS1L1	318	Vesicles	Vesicles	Non-secretome
PRPS2	318	Cytoplasm	Vesicles	Non-secretome
PRR15	129	Other	Vesicles	Non-secretome
PRRC1	445	Golgi apparatus	Vesicles	Non-secretome
PRSS27	290	Secreted	Vesicles	Digestive system
PSAP	524	Secreted	Vesicles	Intracellular and membrane
PTGR2	351	Cytoplasm	Vesicles	Non-secretome
PTPN9	593	Cytoplasm	Vesicles	Non-secretome
PTPRN2	1015	Cytoplasmic vesicle	Vesicles	Non-secretome
PUSL1	303	Mitochondrion	Vesicles	Non-secretome
QPRT	297	Cytoplasm	Vesicles	Intracellular and membrane
QRSL1	528	Mitochondrion	Vesicles	Non-secretome
RAB11FIP1	1283	Endosome	Vesicles	Non-secretome
RAB11FIP2	512	Cell membrane	Vesicles	Non-secretome
RAB12	244	Endosome	Vesicles	Non-secretome
RAB14	215	Endosome	Vesicles	Non-secretome
RAB30	203	Membrane	Vesicles	Non-secretome
RAB33A	237	Cell membrane	Vesicles	Non-secretome
RAB36	333	Golgi apparatus	Vesicles	Non-secretome
RAB3D	219	Cell membrane	Vesicles	Non-secretome
RAB40A	277	Vesicles	Vesicles	Non-secretome
RAB40AL	278	Vesicles	Vesicles	Non-secretome
RAB40B	278	Cell membrane	Vesicles	Non-secretome
RAB40C	281	Cell membrane	Vesicles	Non-secretome
RAB5B	215	Cell membrane	Vesicles	Non-secretome
RABEP1	862	Cytoplasm	Vesicles	Non-secretome
RABGGTB	331	Cytoplasm	Vesicles	Non-secretome
RAET1G	334	Vesicles	Vesicles	Secreted-unknown location
RAMP2	175	Membrane	Vesicles	Non-secretome
RANBP6	1105	Cytoplasm	Vesicles	Non-secretome
RAPGEF1	1077	Vesicles	Vesicles	Non-secretome
RASA2	850	Cell membrane	Vesicles	Intracellular and membrane
RASA4	803	Cytoplasm	Vesicles	Non-secretome
RASA4B	803	Cytoplasm	Vesicles	Non-secretome
RASL10B	203	Cell membrane	Vesicles	Non-secretome
RASSF10	507	Cytoplasm	Vesicles	Non-secretome
RBMS3	437	Cytoplasm	Vesicles	Non-secretome
RBSN	784	Cell membrane	Vesicles	Non-secretome
RC3H2	1191	Cytoplasm	Vesicles	Non-secretome
RDH5	318	Endoplasmic reticulum	Vesicles	Intracellular and membrane
RELL2	303	Cell membrane	Vesicles	Non-secretome
REX1BD	201	Other	Vesicles	Non-secretome
RFFL	363	Cytoplasm	Vesicles	Non-secretome
RFT1	541	Membrane	Vesicles	Non-secretome
RGS17	210	Membrane	Vesicles	Non-secretome
RHOBTB3	611	Golgi apparatus	Vesicles	Non-secretome
RNF135	432	Vesicles	Vesicles	Non-secretome
RNF144A	292	Cell membrane	Vesicles	Non-secretome
ROS1	2347	Cell membrane	Vesicles	Non-secretome
RSU1	277	Cytoplasm	Vesicles	Non-secretome
RUNDC3A	446	Cytoplasm	Vesicles	Non-secretome
RWDD2A	292	Other	Vesicles	Non-secretome
RYR3	4870	Endoplasmic reticulum	Vesicles	Non-secretome
SALL2	1007	Nucleus	Vesicles	Non-secretome
SAMD5	173	Cytoplasm	Vesicles	Non-secretome
SAPCD1	148	Other	Vesicles	Non-secretome
SARM1	724	Cytoplasm	Vesicles	Intracellular and membrane
SAYSD1	183	Cytoplasmic vesicle	Vesicles	Non-secretome
SBSN	590	Secreted	Vesicles	Secreted-unknown location
SCAMP3	347	Membrane	Vesicles	Non-secretome
SCARB1	552	Cell membrane	Vesicles	Non-secretome
SCCPDH	429	Other	Vesicles	Non-secretome
SCG3	468	Cytoplasmic vesicle	Vesicles	Brain
SCGB2A1	95	Vesicles	Vesicles	Secreted-other tissues
SDF2	211	Secreted	Vesicles	Intracellular and membrane
SEC23B	767	Cytoplasmic vesicle	Vesicles	Non-secretome
SEC23IP	1000	Cytoplasmic vesicle	Vesicles	Non-secretome
SEC24C	1094	Vesicles	Vesicles	Non-secretome
SEC24D	1032	Vesicles	Vesicles	Non-secretome
SEPSECS	501	Cytoplasm	Vesicles	Non-secretome
SERTM1	107	Membrane	Vesicles	Non-secretome
SEZ6L	1024	Cell membrane	Vesicles	Non-secretome
SGK3	496	Cytoplasmic vesicle	Vesicles	Non-secretome
SH3BGRL	114	Cytoplasm	Vesicles	Non-secretome
SH3RF1	888	Cytoplasm	Vesicles	Non-secretome
SHROOM1	852	Cytoplasm	Vesicles	Non-secretome
SLC12A1	1099	Membrane	Vesicles	Non-secretome
SLC15A3	581	Lysosome	Vesicles	Non-secretome
SLC16A6	523	Cell membrane	Vesicles	Non-secretome
SLC22A3	556	Membrane	Vesicles	Non-secretome
SLC23A2	650	Cell membrane	Vesicles	Non-secretome
SLC2A8	477	Cell membrane	Vesicles	Non-secretome
SLC30A2	323	Membrane	Vesicles	Non-secretome
SLC30A3	388	Cytoplasmic vesicle	Vesicles	Non-secretome
SLC35F6	371	Mitochondrion	Vesicles	Non-secretome
SLC38A2	506	Cell membrane	Vesicles	Non-secretome
SLC38A9	561	Lysosome	Vesicles	Non-secretome
SLC39A3	314	Membrane	Vesicles	Non-secretome
SLC39A5	540	Membrane	Vesicles	Non-secretome
SLC45A3	553	Membrane	Vesicles	Non-secretome
SLC48A1	146	Endosome	Vesicles	Non-secretome
SLC6A12	614	Membrane	Vesicles	Non-secretome
SLC6A14	642	Vesicles	Vesicles	Non-secretome
SLC6A3	620	Cell membrane	Vesicles	Non-secretome
SLC9A6	669	Vesicles	Vesicles	Non-secretome
SLC9A7	725	Golgi apparatus	Vesicles	Non-secretome
SMIM17	118	Vesicles	Vesicles	Non-secretome
SMIM3	60	Membrane	Vesicles	Non-secretome
SMIM5	77	Membrane	Vesicles	Non-secretome
SMIM8	97	Membrane	Vesicles	Non-secretome
SMURF1	757	Cytoplasm	Vesicles	Non-secretome
SNX16	344	Endosome	Vesicles	Non-secretome
SNX17	470	Cytoplasm	Vesicles	Non-secretome
SNX22	193	Vesicles	Vesicles	Non-secretome
SNX24	169	Cytoplasmic vesicle	Vesicles	Non-secretome
SNX25	840	Endosome	Vesicles	Non-secretome
SOHLH2	425	Nucleus	Vesicles	Non-secretome
SPA17	151	Membrane	Vesicles	Non-secretome
SPEG	3267	Nucleus	Vesicles	Non-secretome
SPINK5	1064	Vesicles	Vesicles	Secreted-other tissues
SPOPL	392	Nucleus	Vesicles	Non-secretome
SPPL2A	520	Endosome	Vesicles	Non-secretome
SPRYD7	196	Other	Vesicles	Non-secretome
SRR	340	Cytoplasm	Vesicles	Non-secretome
ST3GAL2	350	Golgi apparatus	Vesicles	Intracellular and membrane
ST3GAL5	418	Golgi apparatus	Vesicles	Non-secretome
ST6GALNAC5	336	Golgi apparatus	Vesicles	Intracellular and membrane
STAM	540	Cytoplasm	Vesicles	Non-secretome
STARD5	213	Cytoplasm	Vesicles	Non-secretome
STEAP2	490	Cell membrane	Vesicles	Non-secretome
STK11IP	1088	Cytoplasm	Vesicles	Non-secretome
STMN2	179	Cytoplasm	Vesicles	Non-secretome
STPG3	386	Cytoplasm	Vesicles	Non-secretome
STX16	325	Golgi apparatus	Vesicles	Non-secretome
STX1A	288	Cytoplasmic vesicle	Vesicles	Intracellular and membrane
SULT2B1	365	Cytoplasm	Vesicles	Non-secretome
SUSD4	490	Membrane	Vesicles	Intracellular and membrane
SYBU	663	Golgi apparatus	Vesicles	Non-secretome
SYNDIG1	258	Cell membrane	Vesicles	Non-secretome
SYT13	426	Cytoplasmic vesicle	Vesicles	Non-secretome
SYT14	555	Membrane	Vesicles	Non-secretome
SYT6	510	Cytoplasmic vesicle	Vesicles	Non-secretome
TAC3	121	Vesicles	Vesicles	Female reproductive system
TAOK1	1001	Cytoplasm	Vesicles	Non-secretome
TBC1D3	549	Vesicles	Vesicles	Non-secretome
TBC1D3B	549	Vesicles	Vesicles	Non-secretome
TBC1D3C	549	Vesicles	Vesicles	Non-secretome
TBC1D3D	549	Vesicles	Vesicles	Non-secretome
TBC1D3E	549	Vesicles	Vesicles	Non-secretome
TBC1D3F	549	Vesicles	Vesicles	Non-secretome
TBC1D3G	549	Vesicles	Vesicles	Non-secretome
TBC1D3H	549	Vesicles	Vesicles	Non-secretome
TBC1D3I	549	Vesicles	Vesicles	Non-secretome
TBC1D3K	549	Vesicles	Vesicles	Non-secretome
TBC1D3L	549	Vesicles	Vesicles	Non-secretome
TBC1D5	795	Endosome	Vesicles	Non-secretome
TBX4	545	Nucleus	Vesicles	Non-secretome
TCTE1	501	Cell projection	Vesicles	Non-secretome
TDRD10	366	Vesicles	Vesicles	Non-secretome
TECPR1	1165	Cytoplasmic vesicle	Vesicles	Non-secretome
TEX38	206	Membrane	Vesicles	Non-secretome
TGFBR3L	316	Vesicles	Vesicles	Non-secretome
TGFBRAP1	860	Cytoplasm	Vesicles	Non-secretome
TLCD2	264	Cell membrane	Vesicles	Non-secretome
TM4SF18	201	Vesicles	Vesicles	Non-secretome
TMBIM1	311	Membrane	Vesicles	Non-secretome
TMC4	712	Membrane	Vesicles	Non-secretome
TMC7	723	Membrane	Vesicles	Non-secretome
TMED2	201	Cytoplasmic vesicle	Vesicles	Non-secretome
TMEM102	508	Cell membrane	Vesicles	Non-secretome
TMEM121B	578	Membrane	Vesicles	Non-secretome
TMEM131L	1609	Cell membrane	Vesicles	Non-secretome
TMEM135	458	Mitochondrion	Vesicles	Non-secretome
TMEM145	493	Membrane	Vesicles	Non-secretome
TMEM159	161	Vesicles	Vesicles	Non-secretome
TMEM164	297	Membrane	Vesicles	Non-secretome
TMEM167A	72	Vesicles	Vesicles	Non-secretome
TMEM178A	297	Vesicles	Vesicles	Non-secretome
TMEM178B	294	Vesicles	Vesicles	Non-secretome
TMEM181	612	Vesicles	Vesicles	Non-secretome
TMEM184C	438	Membrane	Vesicles	Non-secretome
TMEM198	360	Membrane	Vesicles	Non-secretome
TMEM231	316	Cell projection	Vesicles	Non-secretome
TMEM234	164	Membrane	Vesicles	Non-secretome
TMEM248	314	Membrane	Vesicles	Non-secretome
TMEM256	113	Membrane	Vesicles	Non-secretome
TMEM263	116	Membrane	Vesicles	Non-secretome
TMEM270	265	Membrane	Vesicles	Non-secretome
TMEM35A	167	Peroxisome	Vesicles	Non-secretome
TMEM39B	492	Membrane	Vesicles	Non-secretome
TMEM54	222	Membrane	Vesicles	Non-secretome
TMEM68	324	Membrane	Vesicles	Non-secretome
TMEM8B	472	Cell membrane	Vesicles	Non-secretome
TMEM9	183	Lysosome	Vesicles	Non-secretome
TMTC4	741	Membrane	Vesicles	Non-secretome
TNFAIP8L2	184	Cytoplasm	Vesicles	Non-secretome
TNPO3	923	Nucleus	Vesicles	Non-secretome
TPD52L2	206	Cytoplasm	Vesicles	Non-secretome
TPK1	243	Cytoplasm	Vesicles	Non-secretome
TPRA1	373	Membrane	Vesicles	Non-secretome
TRAF3IP3	551	Cell membrane	Vesicles	Non-secretome
TRAF7	670	Cytoplasmic vesicle	Vesicles	Non-secretome
TRAPPC5	188	Golgi apparatus	Vesicles	Non-secretome
TRIM17	477	Cytoplasm	Vesicles	Non-secretome
TRIM44	344	Cytoplasm	Vesicles	Non-secretome
TRIM51	452	Vesicles	Vesicles	Non-secretome
TRIM7	511	Cytoplasm	Vesicles	Non-secretome
TRIP10	601	Cytoplasm	Vesicles	Non-secretome
TRO	1431	Vesicles	Vesicles	Non-secretome
TRPC1	793	Membrane	Vesicles	Non-secretome
TRPM3	1732	Vesicles	Vesicles	Non-secretome
TRUB1	349	Nucleus	Vesicles	Non-secretome
TSGA13	275	Other	Vesicles	Non-secretome
TSPAN11	253	Membrane	Vesicles	Non-secretome
TSPAN8	237	Membrane	Vesicles	Non-secretome
TTI1	1089	Cytoplasm	Vesicles	Non-secretome
TTL	377	Other	Vesicles	Non-secretome
TUFT1	390	Secreted	Vesicles	Secreted-unknown location
TUSC1	212	Other	Vesicles	Non-secretome
TVP23A	213	Vesicles	Vesicles	Non-secretome
TXK	527	Cytoplasm	Vesicles	Non-secretome
TYR	529	Melanosome	Vesicles	Non-secretome
TYRP1	537	Melanosome	Vesicles	Non-secretome
UBIAD1	338	Endoplasmic reticulum	Vesicles	Non-secretome
UBR1	1749	Cytoplasm	Vesicles	Non-secretome
UBTD1	227	Other	Vesicles	Non-secretome
UCN2	112	Secreted	Vesicles	Blood
ULBP3	244	Vesicles	Vesicles	Intracellular and membrane
UNC13B	1591	Cytoplasm	Vesicles	Non-secretome
URM1	101	Cytoplasm	Vesicles	Non-secretome
USP27X	438	Vesicles	Vesicles	Non-secretome
USP40	1235	Cytoplasm	Vesicles	Non-secretome
USP6	1406	Vesicles	Vesicles	Non-secretome
USP9X	2554	Cytoplasm	Vesicles	Non-secretome
USP9Y	2555	Vesicles	Vesicles	Non-secretome
VAV2	878	Cytoplasm	Vesicles	Non-secretome
VLDLR	873	Membrane	Vesicles	Non-secretome
VN1R1	353	Vesicles	Vesicles	Non-secretome
VPS37C	355	Endosome	Vesicles	Non-secretome
VPS37D	251	Endosome	Vesicles	Non-secretome
VPS4B	444	Endosome	Vesicles	Non-secretome
VSTM1	236	Vesicles	Vesicles	Blood
WASHC1	465	Endosome	Vesicles	Non-secretome
WASHC2C	1320	Endosome	Vesicles	Non-secretome
WASHC3	194	Endosome	Vesicles	Non-secretome
WDFY2	400	Endosome	Vesicles	Non-secretome
WDR24	790	Lysosome	Vesicles	Non-secretome
WDR38	314	Other	Vesicles	Non-secretome
WDR48	677	Nucleus	Vesicles	Non-secretome
WDR72	1102	Cytoplasmic vesicle	Vesicles	Non-secretome
WDR83	315	Cytoplasm	Vesicles	Non-secretome
WDTC1	677	Cytoplasm	Vesicles	Non-secretome
WNK3	1800	Cytoplasm	Vesicles	Non-secretome
XKR4	650	Membrane	Vesicles	Non-secretome
YIF1B	314	Endoplasmic reticulum	Vesicles	Non-secretome
YIPF6	236	Golgi apparatus	Vesicles	Non-secretome
ZBTB39	712	Vesicles	Vesicles	Non-secretome
ZC3H10	434	Nucleus	Vesicles	Non-secretome
ZCCHC18	403	Nucleus	Vesicles	Non-secretome
ZCCHC3	403	Cytoplasm	Vesicles	Non-secretome
ZDHHC13	622	Golgi apparatus	Vesicles	Non-secretome
ZNF132	706	Vesicles	Vesicles	Non-secretome
ZNF229	825	Vesicles	Vesicles	Non-secretome
ZNF266	549	Vesicles	Vesicles	Non-secretome
ZNF37A	561	Vesicles	Vesicles	Non-secretome
ZNF469	3925	Vesicles	Vesicles	Non-secretome
ZNF530	599	Vesicles	Vesicles	Non-secretome
ZNF550	422	Vesicles	Vesicles	Non-secretome
ZNF563	476	Vesicles	Vesicles	Non-secretome
ZNF624	865	Vesicles	Vesicles	Non-secretome
ZNF813	617	Vesicles	Vesicles	Non-secretome
ZPR1	459	Nucleus	Vesicles	Non-secretome
ZSWIM3	696	Other	Vesicles	Non-secretome
MYO18A	2054	Golgi apparatus	Unknown	Non-secretome
CCN3	357	Secreted	Secreted	Blood
GASK1A	575	Secreted	Secreted	Secreted-unknown location
ADA2	511	Secreted	Secreted	Blood
ADM	185	Secreted	Secreted	Blood
AMY1A	511	Secreted	Secreted	Digestive system
ANTXR2	489	Membrane	Secreted	Intracellular and membrane
AOC1	751	Secreted	Secreted	Secreted-other tissues
APOA5	366	Secreted	Secreted	Blood
BPI	487	Secreted	Secreted	Blood
BPIFA1	256	Secreted	Secreted	Secreted-other tissues
BPIFB1	484	Secreted	Secreted	Secreted-other tissues
C16orf89	402	Secreted	Secreted	Blood
C6orf120	191	Secreted	Secreted	Blood
CA6	308	Secreted	Secreted	Digestive system
CCDC80	950	Secreted	Secreted	ECM
CCER2	266	Secreted	Secreted	Secreted-unknown location
CCN5	250	Secreted	Secreted	ECM
CDSN	529	Secreted	Secreted	Secreted-other tissues
CEL	753	Secreted	Secreted	Digestive system
CHI3L2	390	Secreted	Secreted	Blood
CHIT1	466	Secreted	Secreted	Blood
CLCA1	914	Secreted	Secreted	Digestive system
CLPS	112	Secreted	Secreted	Digestive system
CPXM1	734	Secreted	Secreted	Secreted-other tissues
CPXM2	756	Secreted	Secreted	Secreted-unknown location
CRB2	1285	Membrane	Secreted	Intracellular and membrane
CRH	196	Secreted	Secreted	Blood
CRISP2	243	Secreted	Secreted	Male reproductive system
DEFA4	97	Secreted	Secreted	Blood
DEFA6	100	Secreted	Secreted	Digestive system
DEFB1	68	Secreted	Secreted	Secreted-other tissues
DIPK2B	433	Secreted	Secreted	Secreted-unknown location
ECRG4	148	Secreted	Secreted	Blood
ENAM	1142	Secreted	Secreted	ECM
ENDOU	410	Secreted	Secreted	Secreted-other tissues
ERVH48-1	160	Secreted	Secreted	Female reproductive system
FAM3D	224	Secreted	Secreted	Digestive system
