Gene names	RBC	Plasma	Matrisome 1	Matrisome 2	Matrisome 3	Plasma 1	Subcellular location [CC]
Rec114	NA	NA	NA	NA	NA	NA	NA
Rec8	NA	NA	NA	NA	NA	NA	Nucleus
Spo11	NA	NA	NA	NA	NA	NA	Nucleus
Mchr1	NA	NA	NA	NA	NA	NA	Cell membrane
Mc3r	NA	NA	NA	NA	NA	NA	Cell membrane
Mc4r	NA	NA	NA	NA	NA	NA	Cell membrane
Mc5r	NA	NA	NA	NA	NA	NA	Cell membrane
Mrap	NA	NA	NA	NA	NA	NA	Cell membrane
Mrap2	NA	NA	NA	NA	NA	NA	Cell membrane
Pmel	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Mc1r	NA	NA	NA	NA	NA	NA	Cell membrane
Mia2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Mageb16	NA	NA	NA	NA	NA	NA	NA
Mageb18	NA	NA	NA	NA	NA	NA	Cytoplasm
Mageb4	NA	NA	NA	NA	NA	NA	Cytoplasm
Maged1	NA	NA	NA	NA	NA	NA	Nucleus
Magee1	NA	NA	NA	NA	NA	NA	Cytoplasm
Mageh1	NA	NA	NA	NA	NA	NA	NA
Mia	NA	NA	NA	NA	NA	NA	Secreted
Mlph	NA	NA	NA	NA	NA	NA	Melanosome
Opn4	NA	NA	NA	NA	NA	NA	Cell membrane
Mreg	NA	NA	NA	NA	NA	NA	Apical cell membrane
Meltf	NA	NA	NA	NA	NA	NA	Cell membrane
Mtnr1a	NA	NA	NA	NA	NA	NA	Cell membrane
Mtnr1b	NA	NA	NA	NA	NA	NA	Cell membrane
Gpr50	NA	NA	NA	NA	NA	NA	Cell membrane
Tmem259	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Cd46	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
Mfrp	NA	NA	NA	NA	NA	NA	Apical cell membrane
Mmgt2	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
Paqr9	NA	NA	NA	NA	NA	NA	Cell membrane
Paqr7	NA	NA	NA	NA	NA	NA	Cell membrane
Paqr8	NA	NA	NA	NA	NA	NA	Cell membrane
Paqr6	NA	NA	NA	NA	NA	NA	Cell membrane
Paqr5	NA	NA	NA	NA	NA	NA	Cell membrane
Fam174a	NA	NA	NA	NA	NA	NA	Membrane
Fam174b	NA	NA	NA	NA	NA	NA	Cell membrane
Mlc1	NA	NA	NA	NA	NA	NA	Membrane
Xk	RBC	NA	NA	NA	NA	NA	Membrane
Majin	NA	NA	NA	NA	NA	NA	Nucleus inner membrane
Magi1	NA	NA	NA	NA	NA	NA	Cytoplasm
Magi2	NA	NA	NA	NA	NA	NA	Cytoplasm
Magi3	NA	NA	NA	NA	NA	NA	Cell membrane
Pitpnm1	NA	NA	NA	NA	NA	NA	Cytoplasm
Pitpnm2	NA	NA	NA	NA	NA	NA	Endomembrane system
Pitpnm3	NA	NA	NA	NA	NA	NA	Endomembrane system
Pgrmc1	NA	NA	NA	NA	NA	NA	Microsome membrane
Pgrmc2	RBC	NA	NA	NA	NA	NA	Membrane
Slc45a2	NA	NA	NA	NA	NA	NA	Melanosome membrane
Pkmyt1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Ms4a10	NA	NA	NA	NA	NA	NA	Membrane
Ms4a13	NA	NA	NA	NA	NA	NA	Membrane
Ms4a15	NA	NA	NA	NA	NA	NA	Membrane
Ms4a3	NA	NA	NA	NA	NA	NA	Membrane
Ms4a4d	NA	NA	NA	NA	NA	NA	Membrane
Ms4a6b	NA	NA	NA	NA	NA	NA	Membrane
Ms4a6c	NA	NA	NA	NA	NA	NA	Membrane
Ms4a6d	NA	NA	NA	NA	NA	NA	Membrane
