Gene_Symbol	Protein_length	Division	Category	Secretome
Fbxo21	627	Mitochondria	Mitochondria	Non-secretome
Skint2	400	Unknown	Membrane	Non-secretome
Matn2	956	Secreted	Secreted	Non-secretome
Cyp8b1	500	ER	Endoplasmic reticulum membrane	Non-secretome
Isl2	359	Nucleus	Nucleus	Non-secretome
Cyp4a14	507	ER	Endoplasmic reticulum membrane	Non-secretome
Paip1	400	Cytosol	Cytoplasm	Non-secretome
Dtd1	209	Nucleus	Nucleus	Non-secretome
Nectin3	549	Plasma membrane	Cell membrane	Non-secretome
Ddx51	639	Nucleus	Nucleus	Non-secretome
Itgb2	771	Plasma membrane	Cell membrane	Non-secretome
Fzd2	570	Unknown	Membrane	Non-secretome
Dclre1b	541	Chromatin	Chromosome	Non-secretome
Sp1	784	Nucleus	Nucleus	Non-secretome
Ppip5k1	1436	Cytosol	Cytoplasm	Non-secretome
Tomm5	51	Other	Mitochondrion outer membrane	Non-secretome
Orc4	433	Nucleus	Nucleus	Non-secretome
Fzd7	572	Plasma membrane	Cell membrane	Non-secretome
Skil	675	Nucleoplasm	Nucleoplasm	Non-secretome
Srf	504	Nucleus	Nucleus	Non-secretome
Myh10	1976	Unknown	Cell projection	Non-secretome
Lrrfip1	729	Other	Nucleus Cytoplasm	Non-secretome
Topaz1	1653	Cytosol	Cytoplasm	Non-secretome
Cyb561a3	242	Unknown	Late endosome membrane	Non-secretome
Irf7	457	Nucleus	Nucleus	Non-secretome
Iqch	1071	Cytosol	Cytosol	Non-secretome
Iws1	766	Nucleus	Nucleus	Non-secretome
Trmt61a	290	Nucleus	Nucleus	Non-secretome
Me2	589	Other	Mitochondrion matrix	Non-secretome
Dhrs4	279	Peroxisome	Peroxisome	Non-secretome
Nup88	753	Nucleus	Nucleus	Non-secretome
Inpp5e	647	Cytosol	Cytoplasm	Non-secretome
Neu3	418	Plasma membrane	Cell membrane	Non-secretome
Xpa	272	Nucleus	Nucleus	Non-secretome
Snap47	413	Unknown	Endomembrane system	Non-secretome
Gale	347	Unknown	Cytosol	Non-secretome
Rfxank	269	Cytosol	Cytoplasm	Non-secretome
Mpzl2	215	Unknown	Membrane	Non-secretome
Aplf	499	Nucleus	Nucleus	Non-secretome
Ferd3l	168	Nucleus	Nucleus	Non-secretome
Cul7	1689	Cytosol	Cytoplasm	Non-secretome
Ca9	437	Plasma membrane	Cell membrane	Non-secretome
Cpa5	436	Secreted	Secreted	Non-secretome
Eef1d	281	Nucleus	Nucleus	Non-secretome
Tmsb4x	50	Cytosol	Cytoplasm	Non-secretome
Cyp2a12	492	ER	Endoplasmic reticulum membrane	Non-secretome
Tmem121	318	Unknown	Membrane	Non-secretome
Tomt	258	Cytosol	Cytoplasm	Non-secretome
Tmem167a	72	Golgi	Golgi apparatus membrane	Non-secretome
Cygb	190	Cytosol	Cytoplasm	Non-secretome
Fbxw7	710	Nucleus	Nucleus	Non-secretome
Tmub2	319	Unknown	Membrane	Non-secretome
Caln1	261	Golgi	Golgi apparatus	Non-secretome
Abca3	1704	Unknown	Endosome	Non-secretome
Znf804a	1200	ER	Endoplasmic reticulum	Non-secretome
Cd96	602	Unknown	Membrane	Non-secretome
Nelfb	580	Nucleus	Nucleus	Non-secretome
Ephb3	993	Plasma membrane	Cell membrane	Non-secretome
Cmas	432	Nucleus	Nucleus	Non-secretome
Hide1	222	Unknown	Membrane	Non-secretome
Pik3ca	1068	Cytosol	Cytosol	Non-secretome
Taf10	218	Nucleus	Nucleus	Non-secretome
Marveld1	173	Plasma membrane	Cell membrane	Non-secretome
Irf8	424	Nucleus	Nucleus	Non-secretome
Pla2g2d	144	Secreted	Secreted	Non-secretome
Anks6	883	Unknown	Cell projection	Non-secretome
Tmem242	140	Unknown	Membrane	Non-secretome
Art3	371	Plasma membrane	Cell membrane	Non-secretome
Skt	1946	Cytosol	Cytoplasm	Non-secretome
Rnase2	155	Lysosome	Lysosome	Non-secretome
Ctbp1	441	Cytosol	Cytoplasm	Non-secretome
Trim21	470	Cytosol	Cytoplasm	Non-secretome
Tmem127	238	Plasma membrane	Cell membrane	Non-secretome
Trip13	432	Nucleoplasm	Nucleoplasm	Non-secretome
Gab1	695	Plasma membrane	Plasma membrane	Non-secretome
Bcl11a	773	Cytosol	Cytoplasm	Non-secretome
Smurf1	731	Cytosol	Cytoplasm	Non-secretome
Ppan	470	Nucleus	Nucleus	Non-secretome
Spr	261	Cytosol	Cytoplasm	Non-secretome
Tstd3	157	Unknown	Unknown	Non-secretome
Icoslg	322	Plasma membrane	Cell membrane	Non-secretome
Nufip2	692	Nucleus	Nucleus	Non-secretome
Ints4	964	Nucleus	Nucleus	Non-secretome
Mocs3	460	Cytosol	Cytoplasm	Non-secretome
Mfsd9	466	Unknown	Membrane	Non-secretome
Use1	270	ER	Endoplasmic reticulum membrane	Non-secretome
Melk	643	Plasma membrane	Cell membrane	Non-secretome
Socs4	436	Nucleoplasm	Nucleoplasm	Non-secretome
Proz	399	Secreted	Secreted	Non-secretome
Pank2	456	Cytosol	Cytoplasm	Non-secretome
Ptpn18	453	Nucleus	Nucleus	Non-secretome
Fmr1nb	238	Unknown	Membrane	Non-secretome
Ankrd37	159	Nucleus	Nucleus	Non-secretome
Figla	194	Nucleus	Nucleus	Non-secretome
Adat2	191	Golgi	Golgi apparatus	Non-secretome
Crh	187	Secreted	Secreted	Non-secretome
Il9	144	Secreted	Secreted	Non-secretome
Zfyve1	777	Golgi	Golgi apparatus	Non-secretome
Casp3	277	Cytosol	Cytoplasm	Non-secretome
Zfyve27	415	Unknown	Recycling endosome membrane	Non-secretome
Selp	768	Plasma membrane	Cell membrane	Non-secretome
Defa16	93	Secreted	Secreted	Non-secretome
Bdp1	2467	Nucleus	Nucleus	Non-secretome
Slc25a16	332	Other	Mitochondrion inner membrane	Non-secretome
Acsl6	697	Other	Mitochondrion outer membrane	Non-secretome
Tmem200a	491	Unknown	Membrane	Non-secretome
Kif20a	887	Golgi	Golgi apparatus	Non-secretome
Rpl13a	203	Cytosol	Cytoplasm	Non-secretome
Itpk1	419	Mitochondria	Mitochondria	Non-secretome
Xrcc6	608	Other	Nucleus Chromosome	Non-secretome
Pnrc2	140	Nucleus	Nucleus	Non-secretome
Serp1	66	Unknown	Membrane	Non-secretome
Atp6v0c	155	Other	Vacuole membrane	Non-secretome
Oxnad1	311	Nucleoplasm	Nucleoplasm	Non-secretome
Yeats4	227	Nucleus	Nucleus	Non-secretome
Nsun4	381	Other	Mitochondrion	Non-secretome
Lef1	397	Nucleus	Nucleus	Non-secretome
Zswim5	1188	Nuclear speckles	Nuclear speckles	Non-secretome
Ripor2	1078	Cytosol	Cytoplasm	Non-secretome
Wrap53	532	Nucleus	Nucleus	Non-secretome
Sptssa	71	ER	Endoplasmic reticulum membrane	Non-secretome
Serpina5	405	Secreted	Secreted	Non-secretome
Setd2	2537	Nucleus	Nucleus	Non-secretome
Clk1	483	Nucleus	Nucleus	Non-secretome
Calb2	271	Cytosol	Cytosol	Non-secretome
Rln3	141	Secreted	Secreted	Non-secretome
Snip1	383	Nucleus	Nucleus	Non-secretome
Acadvl	656	Other	Mitochondrion inner membrane	Non-secretome
Abhd1	412	Unknown	Membrane	Non-secretome
Fbxo9	437	Cytosol	Cytoplasm	Non-secretome
C2cd5	1016	Cytosol	Cytoplasmic vesicle membrane	Non-secretome
Tnrc6a	1896	Cytosol	Cytoplasm	Non-secretome
Mfap3	349	Plasma membrane	Cell membrane	Non-secretome
Cacna2d1	1103	Unknown	Membrane	Non-secretome
Ppp1r14a	147	Cytosol	Cytoplasm	Non-secretome
Wdr12	423	Nucleus	Nucleus	Non-secretome
Fbln7	440	Secreted	Secreted	Non-secretome
D11Wsu47e	558	Unknown	Membrane	Non-secretome
Tmem266	538	Plasma membrane	Cell membrane	Non-secretome
Rpl37	97	Cytosol	Cytoplasm	Non-secretome
Supt4h1a	117	Nucleus	Nucleus	Non-secretome
Enho	76	Secreted	Secreted	Non-secretome
Sema4g	837	Plasma membrane	Cell membrane	Non-secretome
Fn3k	309	Mitochondria	Mitochondria	Non-secretome
Arpc3	178	Cytosol	Cytoplasm	Non-secretome
Gjb5	271	Plasma membrane	Cell membrane	Non-secretome
Gabrb2	512	Plasma membrane	Cell junction	Non-secretome
Mob1a	216	Cytosol	Cytosol	Non-secretome
Etv2	335	Nucleus	Nucleus	Non-secretome
Spag9	1321	Cytosol	Cytoplasm	Non-secretome
Znf652	608	Nucleus	Nucleus	Non-secretome
Bag6	1154	Cytosol	Cytoplasm	Non-secretome
Tmem63a	804	Lysosome	Lysosome membrane	Non-secretome
Slc9a3r1	355	Other	Cytoplasm Apical cell membrane Cell projection	Non-secretome
Tead3	439	Nucleus	Nucleus	Non-secretome
Usp48	1052	Cytosol	Cytoplasm	Non-secretome
Esco2	592	Nucleus	Nucleus	Non-secretome
Pepd	493	Unknown	Cytosol	Non-secretome
Polb	335	Nucleus	Nucleus	Non-secretome
Henmt1	395	Cytosol	Cytoplasm	Non-secretome
Noxa1	444	Cytosol	Cytoplasm	Non-secretome
Stil	1262	Cytosol	Cytoplasm	Non-secretome
Dusp26	211	Cytosol	Cytoplasm	Non-secretome
Ascl3	174	Nucleus	Nucleus	Non-secretome
Sox4	440	Nucleus	Nucleus	Non-secretome
Kcng4	506	Plasma membrane	Cell membrane	Non-secretome
Entpd1	510	Unknown	Membrane	Non-secretome
Hadhb	475	Other	Mitochondrion	Non-secretome
Zbtb41	908	Nucleus	Nucleus	Non-secretome
Npy2r	381	Plasma membrane	Cell membrane	Non-secretome
Slc1a6	561	Plasma membrane	Cell membrane	Non-secretome
Crip3	243	Cytosol	Cytoplasm	Non-secretome
Nes	1864	Unknown	Nucleus	Non-secretome
Hs6st1	411	Unknown	Membrane	Non-secretome
Kif23	953	Nucleus	Nucleus	Non-secretome
Cox19	92	Cytosol	Cytoplasm	Non-secretome
Ccdc40	1192	Cytosol	Cytoplasm	Non-secretome
Bmp8a	399	Secreted	Secreted	Non-secretome
Bet1	118	ER	Endoplasmic reticulum membrane	Non-secretome
Olig1	260	Nucleus	Nucleus	Non-secretome
Eif3d	548	Cytosol	Cytoplasm	Non-secretome
IL36RN	156	Cytosol	Cytoplasm	Blood
Cct3	545	Cytosol	Cytoplasm	Non-secretome
Ciao2b	163	Nucleus	Nucleus	Non-secretome
Odf3l1	275	Unknown	Unknown	Non-secretome
Map2k6	334	Nucleus	Nucleus	Non-secretome
Dalrd3	538	Nucleoplasm	Nucleoplasm	Non-secretome
Aar2	384	Cytosol	Cytosol	Non-secretome
Nudt8	210	Mitochondria	Mitochondria	Non-secretome
Zic5	622	Nucleus	Nucleus	Non-secretome
Haus5	619	Cytosol	Cytoplasm	Non-secretome
Il17f	161	Secreted	Secreted	Non-secretome
Ttf1	859	Nucleus	Nucleus	Non-secretome
Mamdc2	686	Secreted	Secreted	Non-secretome
Masp1	704	Secreted	Secreted	Non-secretome
Krt6a	553	Cytosol	Cytoplasm	Non-secretome
Htt	3119	Cytosol	Cytoplasm	Non-secretome
Alkbh4	300	Cytosol	Cytoplasm	Non-secretome
Tymp	471	Nuclear bodies	Nuclear bodies	Non-secretome
Marchf1	289	Cytosol	Cytoplasmic vesicle membrane	Non-secretome
Pcca	724	Other	Mitochondrion matrix	Non-secretome
Trem1	230	Plasma membrane	Cell membrane	Non-secretome
Tcap	167	Cytosol	Cytoplasm	Non-secretome
Fbxo38	1194	Cytosol	Cytoplasm	Non-secretome
Dcn	354	Secreted	Secreted	Non-secretome
Kansl1l	991	Cytosol	Cytosol	Non-secretome
Lnx2	687	Vesicles	Vesicles	Non-secretome
Sprr1b	153	Cytosol	Cytoplasm	Non-secretome
Hdac1	482	Nucleus	Nucleus	Non-secretome
Trim46	759	Unknown	Cell projection	Non-secretome
Trmu	417	Other	Mitochondrion	Non-secretome
Thrap3	951	Nucleus	Nucleus	Non-secretome
Cnga4	575	Unknown	Membrane	Non-secretome
Camkv	512	Plasma membrane	Cell membrane	Non-secretome
Serpina3b	420	Secreted	Secreted	Non-secretome
Sap18	153	Nucleus	Nucleus	Non-secretome
Fmo1	532	Unknown	Microsome membrane	Non-secretome
Pttg1ip2	150	Unknown	Membrane	Non-secretome
Cgas	507	Plasma membrane	Cell membrane	Non-secretome
Arc	396	Other	Extracellular vesicle membrane	Non-secretome
Plac8l1	177	Nucleoplasm	Nucleoplasm	Non-secretome
Tax1bp1	814	Cytosol	Cytosol	Non-secretome
Ifna1	189	Secreted	Secreted	Non-secretome
Mbnl3	342	Nucleus	Nucleus	Non-secretome
F8a1	380	Cytosol	Cytoplasm	Non-secretome
Fabp6	128	Cytosol	Cytoplasm	Non-secretome
Tmem35b	150	Unknown	Membrane	Non-secretome
Smrp1	260	Cytosol	Cytoplasm	Non-secretome
Gmnc	333	Nucleus	Nucleus	Non-secretome
Lxn	222	Cytosol	Cytoplasm	Non-secretome
Ahsg	345	Secreted	Secreted	Non-secretome
Vipr1	459	Plasma membrane	Cell membrane	Non-secretome
Rusf1	466	Unknown	Membrane	Non-secretome
Psat1	370	Unknown	Cytosol	Non-secretome
Cltb	229	Cytosol	Cytoplasmic vesicle membrane	Non-secretome
Anxa4	319	Unknown	Zymogen granule membrane	Non-secretome
Prdm11	565	Nucleus	Nucleus	Non-secretome
Fa2h	372	ER	Endoplasmic reticulum membrane	Non-secretome
Ecpas	1840	ER	Endoplasmic reticulum	Non-secretome
Irf2bpl	775	Nucleus	Nucleus	Non-secretome
Pex16	336	Peroxisome	Peroxisome membrane	Non-secretome
Kbtbd4	534	Nucleoplasm	Nucleoplasm	Non-secretome
Riox1	603	Nucleus	Nucleus	Non-secretome
Nr4a2	598	Cytosol	Cytoplasm	Non-secretome
Cog4	785	Cytosol	Cytoplasm	Non-secretome
Nuf2	463	Nucleus	Nucleus	Non-secretome
Vars2	1060	Other	Mitochondrion	Non-secretome
Rwdd2b	290	Unknown	Unknown	Non-secretome
Ip6k2	448	Nucleus	Nucleus	Non-secretome
Clpx	634	Other	Mitochondrion	Non-secretome
Pelp1	1123	Nucleus	Nucleus	Non-secretome
Il10ra	575	Plasma membrane	Cell membrane	Non-secretome
Gja4	333	Plasma membrane	Cell membrane	Non-secretome
Cwh43	699	Unknown	Membrane	Non-secretome
Zcrb1	217	Nucleus	Nucleus	Non-secretome
Iqsec2	1478	Cytosol	Cytoplasm	Non-secretome
C1qbp	278	Other	Mitochondrion matrix	Non-secretome
Pomgnt2	605	ER	Endoplasmic reticulum membrane	Non-secretome
Pcp4l1	68	Nucleoplasm	Nucleoplasm	Non-secretome
Sh2d3c	854	Cytosol	Cytoplasm	Non-secretome
Zfp13	512	Nucleus	Nucleus	Non-secretome
Asxl2	1370	Nucleus	Nucleus	Non-secretome
Anapc11	84	Cytosol	Cytoplasm	Non-secretome
Rubcnl	648	Cytosol	Cytoplasmic vesicle	Non-secretome
Cpxm2	764	Secreted	Secreted	Non-secretome
Majin	256	Nucleus	Nucleus inner membrane	Non-secretome
Ptpn9	593	Cytosol	Cytoplasm	Non-secretome
Adgre5	818	Plasma membrane	Cell membrane	Non-secretome
Acsl1	699	Other	Mitochondrion outer membrane	Non-secretome
Alkal1	127	Secreted	Secreted	Non-secretome
Ttc1	292	Unknown	Cytosol	Non-secretome
Fat2	4351	Plasma membrane	Cell membrane	Non-secretome
Cd200r5	270	Unknown	Membrane	Non-secretome
Stx6	255	Golgi	Golgi apparatus membrane	Non-secretome
Tmem119	280	Plasma membrane	Cell membrane	Non-secretome
Anpep	966	Plasma membrane	Cell membrane	Non-secretome
Defb50	73	Secreted	Secreted	Non-secretome
Pdk1	434	Other	Mitochondrion matrix	Non-secretome
Tas2r113	309	Unknown	Membrane	Non-secretome
Rsph14	341	Nucleoli	Nucleoli	Non-secretome
Cldn8	225	Plasma membrane	Cell junction	Non-secretome
Cdin1	281	Nucleus	Nucleus	Non-secretome
Rfx2	717	Nucleus	Nucleus	Non-secretome
Arfgef1	1846	Cytosol	Cytoplasm	Non-secretome
Calcb	130	Secreted	Secreted	Non-secretome
Fan1	1020	Nucleus	Nucleus	Non-secretome
Dpm1	260	ER	Endoplasmic reticulum	Non-secretome
Wdr41	460	Cytosol	Cytoplasm	Non-secretome
Rsad1	442	Other	Mitochondrion	Non-secretome
C1galt1	363	Unknown	Membrane	Non-secretome
Abcd1	736	Peroxisome	Peroxisome membrane	Non-secretome
Rangrf	185	Nucleus	Nucleus	Non-secretome
L3mbtl4	621	Nucleus	Nucleus	Non-secretome
Cldn3	219	Plasma membrane	Cell junction	Non-secretome
Tex43	141	Unknown	Unknown	Non-secretome
Ache	614	Plasma membrane	Cell junction	Non-secretome
Topbp1	1515	Other	Nucleus Cytoplasm	Non-secretome
Mki67	3177	Chromatin	Chromosome	Non-secretome
Dtx3	347	Cytosol	Cytoplasm	Non-secretome
Aimp1	310	Nucleus	Nucleus	Non-secretome
Gtpbp2	602	Vesicles	Vesicles	Non-secretome
Pde4c	686	Unknown	Cell projection	Non-secretome
Enah	802	Cytosol	Cytoplasm	Non-secretome
Ckm	381	Cytosol	Cytoplasm	Non-secretome
Mmp14	582	Unknown	Membrane	Non-secretome
Naalad2	740	Plasma membrane	Cell membrane	Non-secretome
Slc25a33	320	Other	Mitochondrion inner membrane	Non-secretome
Sc5d	299	ER	Endoplasmic reticulum membrane	Non-secretome
Tp53bp2	1128	Cytosol	Cytoplasm	Non-secretome
Myh14	2000	Nucleoplasm	Nucleoplasm	Non-secretome
Ccdc136	1136	Cytosol	Cytoplasmic vesicle	Non-secretome
Hspa1b	642	Cytosol	Cytoplasm	Non-secretome
Dock4	1978	Plasma membrane	Cell membrane	Non-secretome
Exd1	570	Cytosol	Cytoplasm	Non-secretome
Fbxl3	428	Nucleus	Nucleus	Non-secretome
Prnp	254	Plasma membrane	Cell membrane	Non-secretome
Rab36	267	Golgi	Golgi apparatus membrane	Non-secretome
Smarca4	1613	Nucleus	Nucleus	Non-secretome
Mpst	297	Cytosol	Cytoplasm	Non-secretome
Zxdb	873	Nucleus	Nucleus	Non-secretome
Dhrs3	302	Unknown	Membrane	Non-secretome
Tcra	138	Unknown	Membrane	Non-secretome
Zfp37	594	Nucleus	Nucleus	Non-secretome
Shprh	1674	Nucleoplasm	Nucleoplasm	Non-secretome
Aqr	1481	Nucleus	Nucleus	Non-secretome
Lpar3	354	Plasma membrane	Cell membrane	Non-secretome
Dand5	185	Secreted	Secreted	Non-secretome
Slc38a9	560	Lysosome	Lysosome membrane	Non-secretome
Gria3	888	Plasma membrane	Cell membrane	Non-secretome
Nub1	614	Nucleus	Nucleus	Non-secretome
Il7	154	Secreted	Secreted	Non-secretome
Ltbp4	1666	Secreted	Secreted	Non-secretome
Rpl36	105	Cytosol	Cytoplasm	Non-secretome
Ints9	658	Nucleus	Nucleus	Non-secretome
Irs4	1216	Plasma membrane	Cell membrane	Non-secretome
Igfbp3	292	Secreted	Secreted	Non-secretome
Cep131	1060	Cytosol	Cytoplasm	Non-secretome
Adsl	484	Cytosol	Cytosol	Non-secretome
Mrgprb4	321	Unknown	Membrane	Non-secretome
Sec61g	68	ER	Endoplasmic reticulum membrane	Non-secretome
Ctnnbip1	81	Other	Cytoplasm Nucleus	Non-secretome
Ppp1r35	260	Nucleoplasm	Nucleoplasm	Non-secretome
Wdr5	334	Nucleus	Nucleus	Non-secretome
Fut4	433	Golgi	Golgi apparatus	Non-secretome
Wdr77	342	Nucleus	Nucleus	Non-secretome
Smoc1	463	Secreted	Secreted	Non-secretome
Pld4	503	ER	Endoplasmic reticulum membrane	Non-secretome
Dynll1	89	Cytosol	Cytoplasm	Non-secretome
Slc22a23	689	Unknown	Membrane	Non-secretome
Stim1	685	Plasma membrane	Cell membrane	Non-secretome
Ctsd	410	Other	Lysosome Melanosome	Non-secretome
Ust	407	Golgi	Golgi apparatus membrane	Non-secretome
Tomm40l	308	Other	Mitochondrion outer membrane	Non-secretome
Lhfpl4	247	Unknown	Cell projection	Non-secretome
Ift81	676	Unknown	Cell projection	Non-secretome
Tmem151a	468	Unknown	Membrane	Non-secretome
Cops2	443	Cytosol	Cytoplasm	Non-secretome
Akr1c13	323	Unknown	Unknown	Non-secretome
Hip1r	1068	Cytosol	Cytoplasm	Non-secretome
Hbz	142	Nucleoplasm	Nucleoplasm	Non-secretome
Map6	906	Cytosol	Cytoplasm	Non-secretome
Pde4d	747	Other	Cytoplasm Membrane Cytoplasm	Non-secretome
Atoh1	351	Nucleus	Nucleus	Non-secretome
Ndufaf4	173	Other	Mitochondrion	Non-secretome
Ric3	367	ER	Endoplasmic reticulum membrane	Non-secretome
Dmd	3678	Plasma membrane	Cell membrane	Non-secretome
Cyhr1	311	Cytosol	Cytoplasm	Non-secretome
Rab11fip2	512	Plasma membrane	Cell membrane	Non-secretome
Hid1	788	Cytosol	Cytoplasm	Non-secretome
Reln	3461	Secreted	Secreted	Non-secretome
Fut8	575	Golgi	Golgi apparatus	Non-secretome
Rex1bd	169	Vesicles	Vesicles	Non-secretome
Fam98a	515	Vesicles	Vesicles	Non-secretome
Serpina1c	412	Secreted	Secreted	Non-secretome
Klk4	255	Secreted	Secreted	Non-secretome
Krt77	572	Cytosol	Cytoplasm	Non-secretome
Pkhd1	4059	Plasma membrane	Cell membrane	Non-secretome
Kcnh2	1162	Plasma membrane	Cell membrane	Non-secretome
Nudt2	147	Nucleoplasm	Nucleoplasm	Non-secretome
Tmx2	295	ER	Endoplasmic reticulum membrane	Non-secretome
Pnkd	385	Unknown	Membrane	Non-secretome
Rnf216	853	Cytosol	Cytoplasm	Non-secretome
Clec6a	209	Plasma membrane	Cell membrane	Non-secretome
Zmynd15	736	Nucleus	Nucleus	Non-secretome
Tsc2	1814	Cytosol	Cytoplasm	Non-secretome
Higd1c	96	Unknown	Membrane	Non-secretome
Prph	475	Cytosol	Cytoplasm	Non-secretome
Tra2a	281	Nucleus	Nucleus	Non-secretome
Poc1b	476	Cytosol	Cytoplasm	Non-secretome
Tex10	928	Nucleus	Nucleus	Non-secretome
Adrm1	407	Cytosol	Cytoplasm	Non-secretome
Olfr1020	317	Plasma membrane	Cell membrane	Non-secretome
Veph1	833	Plasma membrane	Cell membrane	Non-secretome
Derl2	239	ER	Endoplasmic reticulum membrane	Non-secretome
Ebf2	575	Nucleus	Nucleus	Non-secretome
Sh3pxd2b	908	Other	Cytoplasm Cell projection	Non-secretome
Ralgapa2	1872	Cytosol	Cytoplasm	Non-secretome
Taf12	161	Nucleus	Nucleus	Non-secretome
Nrdc	1161	Unknown	Cytosol	Non-secretome
Ipo7	1038	Cytosol	Cytoplasm	Non-secretome
Prl5a1	230	Secreted	Secreted	Non-secretome
Cd300lf	337	Plasma membrane	Cell membrane	Non-secretome
Nfasc	1240	Plasma membrane	Cell membrane	Non-secretome
Aire	552	Nucleus	Nucleus	Non-secretome
Plppr5	321	Plasma membrane	Cell membrane	Non-secretome
Pja2	707	Other	Cytoplasm Cell membrane	Non-secretome
Epha1	977	Plasma membrane	Cell membrane	Non-secretome
Dsc2	902	Plasma membrane	Cell membrane	Non-secretome
Nme5	211	Unknown	Cell projection	Non-secretome
Smdt1	107	Other	Mitochondrion inner membrane	Non-secretome
Gltpd2	321	Vesicles	Vesicles	Non-secretome
Armc3	881	Unknown	Unknown	Non-secretome
Gpat2	801	Other	Mitochondrion outer membrane	Non-secretome
Ppp1r26	1163	Nucleus	Nucleus	Non-secretome
Rbm20	1199	Nucleus	Nucleus	Non-secretome
Ube2e3	207	Other	Nucleus Cytoplasm	Non-secretome
Vmn1r53	310	Plasma membrane	Cell membrane	Non-secretome
Actl7b	418	Cytosol	Cytoplasm	Non-secretome
Washc2	1334	Unknown	Early endosome membrane	Non-secretome
Polr2e	210	Nucleus	Nucleus	Non-secretome
Zswim8	1832	Cytosol	Cytoplasm	Non-secretome
Atn1	1175	Cytosol	Cytoplasm	Non-secretome
Exosc6	273	Cytosol	Cytoplasm	Non-secretome
Taar7f	358	Plasma membrane	Cell membrane	Non-secretome
Hnrnpdl	301	Nucleus	Nucleus	Non-secretome
Pon3	354	Secreted	Secreted	Non-secretome
Dsg3	993	Plasma membrane	Cell membrane	Non-secretome
Ndufb9	179	Other	Mitochondrion inner membrane	Non-secretome
Smc3	1217	Nucleus	Nucleus	Non-secretome
Ppfibp1	969	Plasma membrane	Plasma membrane	Non-secretome
Selenos	190	ER	Endoplasmic reticulum membrane	Non-secretome
Morf4l2	288	Nucleus	Nucleus	Non-secretome
Pfkfb2	519	Nucleoplasm	Nucleoplasm	Non-secretome
Ticam2	232	Cytosol	Cytoplasm	Non-secretome
Rpusd4	377	Other	Mitochondrion matrix	Non-secretome
Grik3	919	Plasma membrane	Cell membrane	Non-secretome
Ccdc92	314	Cytosol	Cytoplasm	Non-secretome
Ca12	354	Unknown	Membrane	Non-secretome
Bcl2l11	196	Unknown	Membrane	Non-secretome
Tas2r109	316	Unknown	Membrane	Non-secretome
Map3k12	888	Other	Cytoplasm Cell membrane	Non-secretome
Clstn2	966	Plasma membrane	Cell membrane	Non-secretome
Anks1a	1150	Cytosol	Cytoplasm	Non-secretome
Tmprss15	1069	Unknown	Membrane	Non-secretome
Spz1	378	Cytosol	Cytoplasm	Non-secretome
Prkag3	489	Unknown	Unknown	Non-secretome
Axl	888	Plasma membrane	Cell membrane	Non-secretome
Fimp	111	Plasma membrane	Cell membrane	Non-secretome
Rilpl1	406	Cytosol	Cytoplasm	Non-secretome
Boll	281	Cytosol	Cytoplasm	Non-secretome
Ccdc34	367	Nuclear membrane	Nuclear membrane	Non-secretome
Fbxo47	451	Unknown	Unknown	Non-secretome
Ttk	856	Nucleoli	Nucleoli	Non-secretome
Ttbk1	1308	Cytosol	Cytoplasm	Non-secretome
Lipn	400	Secreted	Secreted	Non-secretome
Lsm1	133	Cytosol	Cytoplasm	Non-secretome
Tnks2	1166	Cytosol	Cytoplasm	Non-secretome
Msc	201	Nucleus	Nucleus	Non-secretome
Tango2	276	Golgi	Golgi apparatus	Non-secretome
Jsrp1	332	Other	Sarcoplasmic reticulum membrane Endoplasmic reticulum membrane	Non-secretome
Usp45	813	Unknown	Photoreceptor inner segment	Non-secretome
Stx4	298	Plasma membrane	Cell membrane	Non-secretome
Pnpla5	432	Unknown	Unknown	Non-secretome
Pde8b	865	Nucleoplasm	Nucleoplasm	Non-secretome
Cdnf	187	Secreted	Secreted	Non-secretome
Tmem215	235	Unknown	Membrane	Non-secretome
Olfr481	312	Plasma membrane	Cell membrane	Non-secretome
Phkg2	406	Cytosol	Cytosol	Non-secretome
Xylt2	865	Golgi	Golgi apparatus membrane	Non-secretome
A3galt2	370	Golgi	Golgi apparatus	Non-secretome
Gm2a	193	Lysosome	Lysosome	Non-secretome
Fndc3c1	1356	Unknown	Membrane	Non-secretome
Katnal2	539	Cytosol	Cytoplasm	Non-secretome
Dbf4	663	Nucleus	Nucleus	Non-secretome
Shb	503	Cytosol	Cytoplasm	Non-secretome
Stat2	923	Cytosol	Cytoplasm	Non-secretome
Echdc1	322	Cytosol	Cytoplasm	Non-secretome
Papolb	641	Other	Cytoplasm Nucleus	Non-secretome
Mrps30	442	Other	Mitochondrion	Non-secretome
Ttll4	1193	Unknown	Cell projection	Non-secretome
Cpeb1	561	Cytosol	Cytoplasm	Non-secretome
Atrn	1428	Plasma membrane	Cell membrane	Non-secretome
Ybey	164	Nucleoplasm	Nucleoplasm	Non-secretome
Slc15a5	566	Unknown	Membrane	Non-secretome
Capn2	700	Cytosol	Cytoplasm	Non-secretome
Apc2	2274	Cytosol	Cytoplasm	Non-secretome
Wdr61	305	Nucleus	Nucleus	Non-secretome
Dglucy	617	Other	Mitochondrion matrix	Non-secretome
E2f6	272	Nucleus	Nucleus	Non-secretome
Arl11	176	Unknown	Unknown	Non-secretome
